,rating,date,variation,verified_reviews,feedback
1706,positive,28-Jul-18,Black  Show,starting day ,1
1707,positive,28-Jul-18,Black  Show,nothing dislike lot expected,1
1708,positive,28-Jul-18,Black  Show,bought specifically wife could look arlo security cameras bedroom i’m work  system worked three days gives error message  disappointed due fact advertise systems work together  gave four stars everything else well ,1
1709,positive,28-Jul-18,Black  Show,love,1
1710,positive,28-Jul-18,Black  Show,awesome  love able turn lights don’t walk dark home  also get video chat nephews live states away asking alexa call ,1
1711,positive,28-Jul-18,White  Show,super easy set  great features  fun ,1
1712,positive,28-Jul-18,Black  Show,love size videos good quality   sound awesome ,1
1713,positive,28-Jul-18,Black  Show,home,1
1714,positive,28-Jul-18,White  Show,bought older grandparent help reminders  would recommend anyone someone life dementia memory loss  helps grandmother remember take medications daily task  loves listen music ask questions,1
1715,positive,28-Jul-18,Black  Show,kids like games   showing lyrics songs neat ,1
1716,negative,28-Jul-18,Black  Show,need able connect 3rd party viceo apps,0
1717,positive,28-Jul-18,Black  Show,glad upgraded aka,1
1718,positive,28-Jul-18,Black  Show,still leaning  price right ,1
1719,positive,28-Jul-18,Black  Show,two dots  tap show  love echo show  sound quality amazing compared dots  use mine constantly create shopping list  kitchen laundry timer  news updates  throughout house play music throughout using group settings,1
1720,positive,28-Jul-18,Black  Show,absolutely love show ,1
1721,positive,28-Jul-18,White  Show,echo show   white nbsp great new addition alexa home solution call back home video chat directly phone  great way stay touch family ,1
1722,neutral,28-Jul-18,Black  Show,echo screen  hence still needs work  considering google home ,1
1723,positive,28-Jul-18,Black  Show,great product,1
1724,positive,28-Jul-18,White  Show,like fact messages visual well audible puzzled light make  quot notification quot  sound ask alexa read notifications  tells new notifications   happened least day week ,1
1725,positive,28-Jul-18,White  Show,loved alexa whole new level  love  fun watch movie trailers  weather much complete  listen music lyrics appear  still discovering echo show  highly recommend  takes alexa completely new world ,1
1726,neutral,28-Jul-18,Black  Show,nice product intelligent thought hoped ,1
1727,negative,28-Jul-18,White  Show,tech isn’t  doesn’t understand common words basically glorified radio,0
1728,positive,28-Jul-18,Black  Show, ,1
1729,positive,28-Jul-18,White  Show,love   echoes love bought prime day   regrets   love connect ring see front door   yhe kids like seeing lyrics songs sing along   ,1
1730,positive,28-Jul-18,Black  Show,love  plays great music  movies  much  lag u want see arlo security cameras thou  far good  wish longer cord ,1
1731,positive,28-Jul-18,Black  Show,love echo show  video quality good course sound good ,1
1732,positive,28-Jul-18,Black  Show,love  kitchen watch prime video cooking ,1
1733,positive,28-Jul-18,Black  Show,love ,1
1734,positive,28-Jul-18,Black  Show,great product,1
1735,positive,28-Jul-18,Black  Show,pleased item  display clean crisp easy read  enjoy trying suggested things try asking alexa  use timer feature quite bit added calendars contacts  still exploring many skills available ,1
1736,positive,28-Jul-18,White  Show,device great speakers screen quality phenomenal ,1
1737,positive,28-Jul-18,Black  Show,dot  spot  echo show love show spot best  show great sound wife loves display weather  recipes sing alongside  super deal ,1
1738,neutral,28-Jul-18,Black  Show,doesn’t play tube videos,1
1739,neutral,28-Jul-18,Black  Show,working great  til 1 week algo    month  started flickering   support forums say known isue   4 months reported soluci n ,1
1740,positive,28-Jul-18,White  Show,like video calling feature  got contact elderly parents works well,1
1741,negative,28-Jul-18,White  Show,sound terrible  it’s like tin  love echo item awful ,0
1742,positive,28-Jul-18,Black  Show,waiting echo show go sale worth wait  easy set start using,1
1743,positive,28-Jul-18,Black  Show,bought prime day,1
1744,negative,28-Jul-18,Black  Show,4th echo device  1st echo show  seemed huge potential  really wanted like  soon found quite limited  bit disappointing  end world  used like use  screenless echos  little 2 month  screen started flickering  mostly bottom screen  quick look forums made understand pointless asking replacement  people 2 3 devices replaced  start flickering shortly  amazon providing serious answers  going quite time apparently long story short  moved hallway  using expensive  bulky voice activated light switch hue lights  like headline suggests  meh ,0
1745,positive,28-Jul-18,Black  Show,love play music works great finding recipes  need family adapted machines see,1
1746,positive,28-Jul-18,Black  Show,seems little less intuitive regular echo plus  also little harder pick saying   combined four household  speak loud enough hear cross activating ones  rename one   overall works well  seem adept things original echo plus ,1
1747,positive,28-Jul-18,Black  Show,second show   like much   use mine music arlo security cameras   connect display outdoor cameras voice  exceptionally capable devices   highly recommend ,1
1748,positive,28-Jul-18,Black  Show,love seeing everything display ,1
1749,positive,28-Jul-18,Black  Show,love thing   enjoy watching daily news  play music lyrics  songs  ordering coffee etc,1
1750,positive,31-Jul-18,Black  Plus,use alexa primarily listening music checking weather  still learning ways use  everything ready hands free far  speaker great volume sound ,1
1751,positive,31-Jul-18,Black  Plus,plug n play set simple  added battery base make portable  looking forward using hub ,1
1752,positive,30-Jul-18,White  Plus,great speaker n  love much alexa tap  it’s definitely fast response much prettier,1
1753,positive,30-Jul-18,Black  Plus, alexa  bit dense still learning way phrase things ny nj regional accent ,1
1754,positive,30-Jul-18,Black  Plus,great sound easy set  purchased echo plus built hub would make easier connect devices  hooked alexa ,1
1755,positive,30-Jul-18,White  Plus,like built hub  plus unit sounds great  wish volume control ,1
1756,positive,30-Jul-18,White  Plus,happy echo plus  fun learning ,1
1757,positive,30-Jul-18,Black  Plus,love new echo plus,1
1758,positive,30-Jul-18,Black  Plus,omg love ,1
1759,positive,30-Jul-18,White  Plus,around week  love control items house even i’m  makes feel better away house people don’t know gone  alexa disappointed ,1
1760,positive,30-Jul-18,White  Plus,know needed plugged work  far experiences positive ,1
1761,positive,30-Jul-18,Black  Plus, ,1
1762,positive,30-Jul-18,Black  Plus,surprised learn used bluetooth speaker phones tablets  probably lists description  missed part   quite surround like quality bluetooth speaker $100  range  good none less   even basic access amazon music lot listen   there's huge number things alexa  learning every day ,1
1763,positive,30-Jul-18,Black  Plus,fun use  love novelty gadgets  alexa really works well ,1
1764,negative,30-Jul-18,Black  Plus, ,0
1765,positive,30-Jul-18,White  Plus,awesome device home   full useful information   us e phone answer spur moment questions ,1
1766,positive,30-Jul-18,Black  Plus,like echo plus wonderful least thing like turn every,1
1767,positive,30-Jul-18,Black  Plus,love echo plus  like listening music sound great  features nice  wish wireless could listen music outside ,1
1768,positive,30-Jul-18,Black  Plus,it’s great product easily set get sync personal set,1
1769,positive,30-Jul-18,Black  Plus,using hub music ,1
1770,neutral,30-Jul-18,Black  Plus,still need ai built interact better  needs continue conversation sometimes finding   answer needs right  can't keep stop alexa ask  also  able access wikipedia  dictionary many areas better fast access needs hear us better  also  able name instead calling alexa echo  price reduced bit  value based  updates auto daily improve   connectivity home equipment imrproved well good product good sound quality  needs ai built ,1
1771,positive,30-Jul-18,White  Plus,excellent purchase  echo plus sound quality  good size  love  ,1
1772,positive,30-Jul-18,Black  Plus,take 6 hours set galaxy s9 phone got used system setup seconds edit light bulbs adding string lights simple easy,1
1773,positive,30-Jul-18,Black  Plus,great speaker  great microphone response   loving purchase beginning smart home ,1
1774,positive,30-Jul-18,Black  Plus,3rd echo built hub works great    echo family room  bedroom home office ,1
1775,neutral,30-Jul-18,White  Plus,don'r know use yet   need explicit directions electeonically challenged   get feee lifht bulb part package ,1
1776,positive,30-Jul-18,Black  Plus,amazing 3 love,1
1777,positive,30-Jul-18,Black  Plus,awesome product  responsive alexa needs content variety comes music  uses bing search engine instead google  two could combine  would perfect product ,1
1778,positive,30-Jul-18,Black  Plus,pleasantly surprised accuracy alexa  unit responsive easily respond even tv music playing pair two smart  bulbs go  dim ease using voice app  fidelity good size regret would liked silver model fabric cover unimportant issue ,1
